city,timestamp,temperature,season
New York,2010-01-01,-2.96883378537818,winter
New York,2010-01-02,1.1555981235791535,winter
New York,2010-01-03,3.0522585486631435,winter
New York,2010-01-04,3.1314620863766907,winter
New York,2010-01-05,6.227739803797666,winter
New York,2010-01-06,1.9975231832616311,winter
New York,2010-01-07,0.2475975972049989,winter
New York,2010-01-08,0.7921067014671219,winter
New York,2010-01-09,4.94060802224361,winter
New York,2010-01-10,-6.588092886648594,winter
New York,2010-01-11,-4.943070734977573,winter
New York,2010-01-12,2.01963230497153,winter
New York,2010-01-13,6.993403295155778,winter
New York,2010-01-14,-5.021077432610498,winter
New York,2010-01-15,0.48900775923621054,winter
New York,2010-01-16,10.131011832804834,winter
New York,2010-01-17,1.6537694461721952,winter
New York,2010-01-18,-4.8063535336633425,winter
New York,2010-01-19,3.4945637761660544,winter
New York,2010-01-20,-3.085686862048334,winter
New York,2010-01-21,3.582794651427357,winter
New York,2010-01-22,-1.7836321734643132,winter
New York,2010-01-23,-6.88011637746237,winter
New York,2010-01-24,13.386400084541137,winter
New York,2010-01-25,-0.2249311052869342,winter
New York,2010-01-26,-1.5266444475367857,winter
New York,2010-01-27,0.5340946916384476,winter
New York,2010-01-28,-4.548479022102524,winter
New York,2010-01-29,0.9505774961688938,winter
New York,2010-01-30,10.89933930515134,winter
New York,2010-01-31,4.348229419829001,winter
New York,2010-02-01,11.214878093671123,winter
New York,2010-02-02,-1.8408081526462252,winter
New York,2010-02-03,3.452873900830573,winter
New York,2010-02-04,11.912620174726579,winter
New York,2010-02-05,-4.312474422215868,winter
New York,2010-02-06,11.108305843477062,winter
New York,2010-02-07,-3.6102309065422555,winter
New York,2010-02-08,-3.127599063304748,winter
New York,2010-02-09,-1.6807357286357039,winter
New York,2010-02-10,-0.8643792872915089,winter
New York,2010-02-11,-2.053566493046077,winter
New York,2010-02-12,4.247856023970443,winter
New York,2010-02-13,3.4688047131787316,winter
New York,2010-02-14,-1.165498527677809,winter
New York,2010-02-15,0.35682553117290133,winter
New York,2010-02-16,0.5537596378105607,winter
New York,2010-02-17,-4.428074630674317,winter
New York,2010-02-18,10.33242423848219,winter
New York,2010-02-19,1.983601641502233,winter
New York,2010-02-20,1.6690219846030694,winter
New York,2010-02-21,9.868020252735148,winter
New York,2010-02-22,-2.4729794183943685,winter
New York,2010-02-23,5.202526076600469,winter
New York,2010-02-24,-7.146112453931792,winter
New York,2010-02-25,-1.4096401270284815,winter
New York,2010-02-26,-4.386351033409003,winter
New York,2010-02-27,-4.004430769988174,winter
New York,2010-02-28,2.40737841487792,winter
New York,2010-03-01,12.606653324869669,spring
New York,2010-03-02,20.00055957473438,spring
New York,2010-03-03,4.0944614079169455,spring
New York,2010-03-04,5.367966008774393,spring
New York,2010-03-05,17.71660766612562,spring
New York,2010-03-06,1.798950354444373,spring
New York,2010-03-07,9.835951388900014,spring
New York,2010-03-08,6.981780357741004,spring
New York,2010-03-09,16.145790054530668,spring
New York,2010-03-10,21.508920763906175,spring
New York,2010-03-11,4.552129225762886,spring
New York,2010-03-12,7.4835339662901825,spring
New York,2010-03-13,4.8681671890329525,spring
New York,2010-03-14,16.997483652876678,spring
New York,2010-03-15,17.206466039282642,spring
New York,2010-03-16,5.978471155354745,spring
New York,2010-03-17,15.212121440464108,spring
New York,2010-03-18,13.552785019366372,spring
New York,2010-03-19,7.051585092777998,spring
New York,2010-03-20,8.941615658916044,spring
